Cost_Bps,Final_Return,Sharpe,MDD,Avg_Exposure,Turnover
0.0,1.4041788290164166,1.403306639981582,-0.12034095944398666,0.7179352271724118,6.213409574635084
5.0,1.3962372901734237,1.380457809706759,-0.12145604612774495,0.7179352271724118,6.213409574635084
10.0,1.3883395423993354,1.3576021420746838,-0.12256975618901302,0.7179352271724118,6.213409574635084
15.0,1.3804853498560583,1.3347410802543216,-0.12368209128330024,0.7179352271724118,6.213409574635084
30.0,1.3571817638257206,1.2661399101103543,-0.1270108632903447,0.7179352271724118,6.213409574635084
50.0,1.326705997384577,1.1746830473216958,-0.1314300765242987,0.7179352271724118,6.213409574635084
